bhk_count,area_sqft,log_area,floor_number,total_floors,floor_ratio,is_ground_floor,is_top_floor,furnishing_encoded,transaction_encoded,is_owner_listing,price_inr,log_price,price_per_sqft,price_cr,price_to_locality_median_ratio,locality_mean_price_sqft,locality_median_price_sqft,locality_listing_count,locality_price_rank,dist_nearest_metro_km,dist_nearest_hospital_km,dist_nearest_school_km,dist_nearest_mall_km,dist_nearest_it_hub_km,dist_nearest_airport_km,metro_count_2km,hospital_count_3km,school_count_2km,metro_accessibility_score,livability_index,score_healthcare,score_education,score_metro,score_commercial,score_employment,builder_reputation_score,builder_listing_count,builder_avg_price_sqft,builder_price_premium_pct,infrastructure_impact_score,impact_metro_extension,impact_highway,impact_it_sez,impact_urban_development,city,locality,property_type_clean,builder_tier,livability_band,appreciation_potential_band,area_bin,type_apartment,type_builder_floor,type_penthouse,type_studio,type_villa
3,1354.0,7.2115567333138015,10.0,14.0,0.7142857142857143,0,0,2,0,0,22559000.0,16.931644701698765,16661.0,2.256,1.0,17055.57986586986,16661.004431314625,27,0.912,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.17,35,11530.874778105072,-30.79,11.68,12.99,15.54,15.04,1.35,Gurgaon,DLF Phase 5,apartment,Tier 1,Poor,Low,Large,1,0,0,0,0
2,974.0,6.882437470997847,10.0,14.0,0.7142857142857143,0,0,0,1,0,18591000.0,16.73818820440182,19087.27,1.859,1.054,18218.23667565825,18114.83870967742,31,0.97,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.24,36,11000.572715809956,-39.27,7.5,7.38,13.88,8.05,0.66,Gurgaon,Golf Course Road,apartment,Tier 1,Poor,Low,Standard,1,0,0,0,0
5,2795.0,7.935945103353701,3.0,15.0,0.2,0,0,0,0,0,33724000.0,17.333720337677175,12065.83,3.372,1.044,11543.026856483424,11557.515845236969,30,0.657,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.29,43,11223.359681792177,-2.89,57.59,90.0,13.28,64.6,36.4,Gurgaon,Sector 56,builder_floor,Tier 2,Poor,Medium,Luxury,0,1,0,0,0
3,1796.0,7.493873886783559,2.0,8.0,0.25,0,0,1,0,0,17637000.0,16.685509582751486,9820.16,1.764,1.012,9575.35052908125,9705.902899056933,37,0.374,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.54,43,11223.359681792177,15.63,33.45,48.0,26.38,18.08,34.27,Gurgaon,Nirvana Country,penthouse,Tier 2,Poor,Low,Large,0,0,1,0,0
2,930.0,6.836259277277067,,,,0,1,1,0,0,10034000.0,16.121489983687482,10789.25,1.003,0.934,11543.026856483424,11557.515845236969,30,0.657,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.24,36,11000.572715809956,-4.82,33.17,64.4,7.63,25.63,13.48,Gurgaon,Sector 56,builder_floor,Tier 1,Poor,Low,Standard,0,1,0,0,0
1,510.0,6.236369590203704,3.0,15.0,0.2,0,0,2,1,0,5562000.0,15.531468493567473,10905.88,0.556,0.928,11919.75221255961,11750.0,31,0.718,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.29,43,11223.359681792177,-4.48,53.73,90.0,11.71,64.6,18.69,Gurgaon,Sector 48,studio,Tier 2,Poor,Medium,Compact,0,0,0,1,0
2,1140.0,7.039660349862076,0.0,,,1,0,0,0,0,9697000.0,16.087327220411357,8506.14,0.97,0.993,8625.563963628789,8562.819783968163,45,0.242,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.25,40,11155.323746176988,30.28,27.09,18.88,76.72,19.89,0.82,Gurgaon,South City,penthouse,Tier 2,Poor,Low,Standard,0,0,1,0,0
3,1442.0,7.274479558773871,,,,0,1,1,0,0,11678000.0,16.273217373456717,8098.47,1.168,0.834,9575.35052908125,9705.902899056933,37,0.374,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.49,36,11000.572715809956,13.34,31.83,40.53,32.6,44.3,0.27,Gurgaon,Nirvana Country,builder_floor,Tier 1,Poor,Low,Large,0,1,0,0,0
2,1067.0,6.97354301952014,3.0,15.0,0.2,0,0,0,1,0,11769000.0,16.280979598828782,11029.99,1.177,1.084,10059.458033808372,10171.232876712329,37,0.448,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.24,36,11000.572715809956,8.15,44.0,6.0,70.0,66.0,57.0,Gurgaon,Sector 15,villa,Tier 1,Poor,Medium,Standard,0,0,0,0,1
4,2240.0,7.714677473800927,5.0,20.0,0.25,0,0,1,1,0,19575000.0,16.789763850926708,8738.84,1.958,0.9,9575.35052908125,9705.902899056933,37,0.374,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.5,42,10981.949143260465,13.15,52.85,90.0,12.82,64.6,13.2,Gurgaon,Nirvana Country,builder_floor,Tier 2,Poor,Medium,XLarge,0,1,0,0,0
2,1085.0,6.990256500493881,,,,0,1,0,0,0,9807000.0,16.098607076342436,9038.71,0.981,0.915,10099.081475266092,9882.075471698114,37,0.522,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.92,55,10810.06286830001,9.39,36.61,75.86,10.91,28.16,4.2,Gurgaon,Sector 57,apartment,Tier 2,Poor,Medium,Standard,1,0,0,0,0
2,956.0,6.863803391452954,,,,0,1,0,1,0,13965000.0,16.452064828969004,14607.74,1.396,0.877,17055.57986586986,16661.004431314625,27,0.912,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.89,41,10665.515724471146,-35.99,23.41,60.8,1.56,5.51,2.19,Gurgaon,DLF Phase 5,builder_floor,Tier 1,Poor,Low,Standard,0,1,0,0,0
3,1510.0,7.32052696227274,1.0,10.0,0.1,0,0,0,1,0,16247000.0,16.60341889586171,10759.6,1.625,1.089,10099.081475266092,9882.075471698114,37,0.522,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.54,43,11223.359681792177,13.57,31.42,48.0,21.67,18.3,28.55,Gurgaon,Sector 57,apartment,Tier 2,Poor,Low,Large,1,0,0,0,0
3,1703.0,7.440733707389261,5.0,20.0,0.25,0,0,0,0,0,16442000.0,16.615349655514066,9654.73,1.644,0.995,9575.35052908125,9705.902899056933,37,0.374,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.5,42,10981.949143260465,13.15,52.39,90.0,7.36,64.6,16.33,Gurgaon,Nirvana Country,builder_floor,Tier 2,Poor,Medium,Large,0,1,0,0,0
2,1066.0,6.9726062513017535,0.0,,,1,0,1,0,0,18602000.0,16.738779713542208,17450.28,1.86,0.963,18218.23667565825,18114.83870967742,31,0.97,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.49,47,12174.359670335367,-32.79,3.88,3.92,6.39,4.54,0.46,Gurgaon,Golf Course Road,builder_floor,Tier 2,Poor,Low,Standard,0,1,0,0,0
2,902.0,6.805722553416985,2.0,8.0,0.25,0,0,2,1,0,8284000.0,15.929836622212235,9184.04,0.828,0.865,10711.540784294795,10613.787837331445,34,0.593,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.74,47,12174.359670335367,14.7,55.11,90.0,9.98,64.6,27.32,Gurgaon,Udyog Vihar,apartment,Tier 2,Poor,Medium,Standard,1,0,0,0,0
1,564.0,6.336825731146441,10.0,14.0,0.7142857142857143,0,0,0,0,0,6164000.0,15.634236637654446,10929.08,0.616,0.946,11543.026856483424,11557.515845236969,30,0.657,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.74,37,10965.891705343245,-5.12,55.07,90.0,31.36,64.6,5.76,Gurgaon,Sector 56,apartment,Tier 2,Poor,Medium,Compact,1,0,0,0,0
3,1366.0,7.220373836723949,7.0,12.0,0.5833333333333334,0,0,0,1,0,23576000.0,16.97573984581568,17259.15,2.358,0.953,18218.23667565825,18114.83870967742,31,0.97,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.74,37,10965.891705343245,-39.46,26.18,32.46,24.05,37.66,2.97,Gurgaon,Golf Course Road,penthouse,Tier 2,Poor,Low,Large,0,0,1,0,0
3,1686.0,7.430707082545968,3.0,15.0,0.2,0,0,1,1,1,16490000.0,16.618264755178593,9780.55,1.649,1.008,9575.35052908125,9705.902899056933,37,0.374,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.65,46,11646.705001117241,20.0,57.67,90.0,11.48,64.6,38.62,Gurgaon,Nirvana Country,builder_floor,Individual,Poor,Medium,Large,0,1,0,0,0
3,1441.0,7.273786317844895,1.0,10.0,0.1,0,0,2,1,0,12550000.0,16.34523130322334,8709.23,1.255,1.021,8453.477181692593,8528.122020972354,35,0.162,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.25,40,11155.323746176988,30.81,7.47,5.39,20.08,6.04,0.3,Gurgaon,Ardee City,apartment,Tier 2,Poor,Low,Large,1,0,0,0,0
4,2375.0,7.773173680482536,3.0,15.0,0.2,0,0,1,0,0,24377000.0,17.00915066378649,10264.0,2.438,0.967,10711.540784294795,10613.787837331445,34,0.593,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.75,40,11155.323746176988,5.1,2.45,2.55,3.57,3.08,0.38,Gurgaon,Udyog Vihar,builder_floor,Tier 2,Poor,Low,XLarge,0,1,0,0,0
4,2021.0,7.611842399580417,0.0,,,1,0,1,1,0,15348000.0,16.546495795504047,7594.26,1.535,0.89,8453.477181692593,8528.122020972354,35,0.162,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.11,31,10995.311570656313,28.93,62.53,89.53,24.57,64.18,51.2,Gurgaon,Ardee City,builder_floor,Tier 1,Poor,Medium,XLarge,0,1,0,0,0
3,1497.0,7.311886164077165,10.0,14.0,0.7142857142857143,0,0,1,1,0,19693000.0,16.795773851393797,13154.98,1.969,1.138,11543.026856483424,11557.515845236969,30,0.657,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.89,41,10665.515724471146,-7.72,50.46,83.56,9.74,64.6,15.58,Gurgaon,Sector 56,apartment,Tier 1,Poor,Medium,Large,1,0,0,0,0
4,1889.0,7.5443321080536885,0.0,,,1,0,1,0,0,20015000.0,16.811992600371337,10595.55,2.002,0.998,10711.540784294795,10613.787837331445,34,0.593,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.02,47,10937.253284940389,3.05,60.56,90.0,16.83,64.6,47.73,Gurgaon,Udyog Vihar,studio,Tier 2,Poor,Medium,XLarge,0,0,0,1,0
2,992.0,6.900730664045173,,,,0,1,0,0,0,10277000.0,16.145419043911865,10359.88,1.028,1.019,10059.458033808372,10171.232876712329,37,0.448,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.24,36,11000.572715809956,8.15,38.66,38.77,21.63,42.08,51.2,Gurgaon,Sector 15,builder_floor,Tier 1,Poor,Medium,Standard,0,1,0,0,0
2,1163.0,7.059617628291383,7.0,12.0,0.5833333333333334,0,0,2,1,0,17778000.0,16.69347235203305,15286.33,1.778,0.917,17055.57986586986,16661.004431314625,27,0.912,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.29,43,11223.359681792177,-32.64,12.46,31.36,2.16,2.41,2.24,Gurgaon,DLF Phase 5,apartment,Tier 2,Poor,Low,Standard,1,0,0,0,0
2,1199.0,7.090076835776092,0.0,,,1,0,1,0,0,9783000.0,16.096156845657696,8159.3,0.978,1.031,7933.282542532392,7915.270748323147,34,0.093,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.39,41,10665.515724471146,34.75,52.99,75.11,61.25,55.79,2.52,Gurgaon,Palam Vihar,villa,Tier 1,Poor,Medium,Standard,0,0,0,0,1
1,505.0,6.226536669287466,3.0,15.0,0.2,0,0,2,1,1,5646000.0,15.546458064912098,11180.2,0.565,0.86,13095.196359171217,13003.051470588234,38,0.787,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.15,46,11646.705001117241,-10.43,45.11,84.07,22.3,42.22,3.33,Gurgaon,MG Road,penthouse,Individual,Poor,Medium,Compact,0,0,1,0,0
3,1552.0,7.347943823148687,5.0,20.0,0.25,0,0,2,0,0,25498000.0,17.054110614898967,16429.12,2.55,1.027,16255.085463756648,15999.668115957773,30,0.855,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.49,47,12174.359670335367,-23.91,15.21,35.55,4.17,4.21,4.42,Gurgaon,Cyber City,apartment,Tier 2,Poor,Low,Large,1,0,0,0,0
4,2233.0,7.711548979629146,5.0,20.0,0.25,0,0,0,0,0,47732000.0,17.681112611421987,21375.73,4.773,1.18,18218.23667565825,18114.83870967742,31,0.97,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.49,47,12174.359670335367,-32.79,53.36,90.0,10.77,58.62,25.24,Gurgaon,Golf Course Road,apartment,Tier 2,Poor,Medium,XLarge,1,0,0,0,0
1,583.0,6.369900982828227,,,,0,1,0,0,0,4878000.0,15.400246062760031,8367.07,0.488,0.977,8625.563963628789,8562.819783968163,45,0.242,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.11,31,10995.311570656313,28.41,4.43,4.66,6.44,5.54,0.61,Gurgaon,South City,apartment,Tier 1,Poor,Low,Compact,1,0,0,0,0
2,1078.0,6.983789965258135,2.0,8.0,0.25,0,0,1,1,0,16757000.0,16.63432669905941,15544.53,1.676,0.858,18218.23667565825,18114.83870967742,31,0.97,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.25,42,10981.949143260465,-39.38,47.97,90.0,11.13,39.13,22.29,Gurgaon,Golf Course Road,builder_floor,Tier 2,Poor,Medium,Standard,0,1,0,0,0
3,1526.0,7.3310603052186325,3.0,15.0,0.2,0,0,0,1,0,17079000.0,16.653360255152766,11192.01,1.708,0.861,13095.196359171217,13003.051470588234,38,0.787,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.89,41,10665.515724471146,-17.98,27.13,48.0,12.65,17.36,17.29,Gurgaon,MG Road,builder_floor,Tier 1,Poor,Low,Large,0,1,0,0,0
4,2048.0,7.6251071482389,3.0,15.0,0.2,0,0,0,1,0,16148000.0,16.59730682288214,7884.77,1.615,0.996,7933.282542532392,7915.270748323147,34,0.093,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.75,42,10981.949143260465,38.74,37.7,67.22,16.27,41.66,2.54,Gurgaon,Palam Vihar,builder_floor,Tier 2,Poor,Medium,XLarge,0,1,0,0,0
2,1109.0,7.01211529430638,0.0,,,1,0,0,1,0,9040000.0,16.017169842987823,8151.49,0.904,0.877,9285.011128988448,9290.982232651693,25,0.312,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.99,37,10965.891705343245,18.03,8.1,5.8,21.15,7.18,0.25,Gurgaon,Sohna Road,studio,Tier 2,Poor,Low,Standard,0,0,0,1,0
3,1351.0,7.20934025660291,7.0,12.0,0.5833333333333334,0,0,2,1,0,8698000.0,15.978603787108673,6438.19,0.87,0.886,7362.847680726007,7267.158671586716,29,0.03,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.99,47,12174.359670335367,67.53,36.84,34.03,30.58,34.29,51.2,Gurgaon,New Gurgaon Sector 82,villa,Tier 2,Poor,Medium,Large,0,0,0,0,1
1,543.0,6.298949246855942,3.0,15.0,0.2,0,0,0,0,0,5749000.0,15.564536658548707,10587.48,0.575,1.041,10059.458033808372,10171.232876712329,37,0.448,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.54,43,11223.359681792177,10.34,35.76,46.13,29.9,51.66,3.58,Gurgaon,Sector 15,apartment,Tier 2,Poor,Medium,Compact,1,0,0,0,0
2,1007.0,6.915723448631314,1.0,10.0,0.1,0,0,1,0,1,8341000.0,15.936693791113443,8283.02,0.834,0.971,8453.477181692593,8528.122020972354,35,0.162,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.65,46,11646.705001117241,36.57,27.49,28.07,53.54,26.6,1.56,Gurgaon,Ardee City,apartment,Individual,Poor,Low,Standard,1,0,0,0,0
5,2846.0,7.954021087278037,2.0,8.0,0.25,0,0,1,0,0,24362000.0,17.008535140289574,8560.08,2.436,0.882,9575.35052908125,9705.902899056933,37,0.374,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.49,36,11000.572715809956,13.34,30.71,60.96,6.27,23.62,11.08,Gurgaon,Nirvana Country,apartment,Tier 1,Poor,Low,Luxury,1,0,0,0,0
5,2320.0,7.749753406274437,0.0,,,1,0,2,0,0,25674000.0,17.06098940357692,11066.38,2.567,1.088,10059.458033808372,10171.232876712329,37,0.448,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.02,47,10937.253284940389,7.53,43.87,42.15,80.0,51.51,1.19,Gurgaon,Sector 15,apartment,Tier 2,Poor,Medium,XLarge,1,0,0,0,0
1,538.0,6.289715570908998,1.0,10.0,0.1,0,0,1,0,0,6232000.0,15.645208026994839,11583.64,0.623,0.891,13095.196359171217,13003.051470588234,38,0.787,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.49,47,12174.359670335367,-6.37,55.52,90.0,9.54,64.6,29.82,Gurgaon,MG Road,builder_floor,Tier 2,Poor,Medium,Compact,0,1,0,0,0
5,2611.0,7.867871490396322,,,,0,1,2,0,0,27833000.0,17.14173296096193,10659.9,2.783,1.098,9575.35052908125,9705.902899056933,37,0.374,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.54,43,11223.359681792177,15.63,37.87,74.8,8.24,39.9,0.35,Gurgaon,Nirvana Country,penthouse,Tier 2,Poor,Medium,Luxury,0,0,1,0,0
3,1639.0,7.402451520818244,5.0,20.0,0.25,0,0,2,1,0,13373000.0,16.408748381632467,8159.24,1.337,0.953,8625.563963628789,8562.819783968163,45,0.242,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.52,47,10937.253284940389,27.73,52.19,61.17,70.76,64.86,2.05,Gurgaon,South City,apartment,Tier 2,Poor,Medium,Large,1,0,0,0,0
4,1839.0,7.517520850603031,,,,0,1,1,0,0,21349000.0,16.87651550497506,11609.03,2.135,1.175,10099.081475266092,9882.075471698114,37,0.522,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.27,47,10937.253284940389,10.68,50.75,84.75,13.54,64.6,11.13,Gurgaon,Sector 57,builder_floor,Tier 2,Poor,Medium,XLarge,0,1,0,0,0
3,1611.0,7.385230923066573,5.0,20.0,0.25,0,0,0,0,0,17948000.0,16.702989301794524,11140.91,1.795,1.05,10711.540784294795,10613.787837331445,34,0.593,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.92,55,10810.06286830001,1.85,38.35,13.21,70.0,33.29,57.0,Gurgaon,Udyog Vihar,villa,Tier 2,Poor,Medium,Large,0,0,0,0,1
3,1603.0,7.38025578842646,,,,0,1,0,0,0,13695000.0,16.432541433698663,8543.36,1.37,1.176,7362.847680726007,7267.158671586716,29,0.03,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.25,40,11155.323746176988,53.5,8.81,9.64,11.96,11.3,1.09,Gurgaon,New Gurgaon Sector 82,apartment,Tier 2,Poor,Low,Large,1,0,0,0,0
3,1602.0,7.3796321526095525,3.0,15.0,0.2,0,0,1,0,1,32534000.0,17.29779628504561,20308.36,3.253,1.219,17055.57986586986,16661.004431314625,27,0.912,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.15,46,11646.705001117241,-30.1,61.19,90.0,16.51,64.6,51.2,Gurgaon,DLF Phase 5,apartment,Individual,Poor,Medium,Large,1,0,0,0,0
3,1622.0,7.392031567514591,1.0,10.0,0.1,0,0,0,1,0,26214000.0,17.08180421530918,16161.53,2.621,0.97,17055.57986586986,16661.004431314625,27,0.912,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.89,41,10665.515724471146,-35.99,37.5,30.35,49.15,27.22,51.2,Gurgaon,DLF Phase 5,apartment,Tier 1,Poor,Medium,Large,1,0,0,0,0
2,1103.0,7.00669522683704,5.0,20.0,0.25,0,0,0,1,0,17011000.0,16.64937081037721,15422.48,1.701,1.186,13095.196359171217,13003.051470588234,38,0.787,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.29,43,11223.359681792177,-13.69,38.0,15.45,70.0,28.78,57.0,Gurgaon,MG Road,apartment,Tier 2,Poor,Medium,Standard,1,0,0,0,0
1,571.0,6.349138991379798,0.0,,,1,0,0,0,0,5348000.0,15.492233404189742,9366.02,0.535,0.921,10059.458033808372,10171.232876712329,37,0.448,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.74,47,12174.359670335367,19.69,49.98,79.82,22.73,64.6,6.72,Gurgaon,Sector 15,studio,Tier 2,Poor,Medium,Compact,0,0,0,1,0
2,981.0,6.889591308354466,1.0,10.0,0.1,0,0,2,1,0,16425000.0,16.614315183217748,16743.12,1.642,1.005,17055.57986586986,16661.004431314625,27,0.912,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.49,47,12174.359670335367,-26.93,23.13,29.08,14.8,36.91,3.84,Gurgaon,DLF Phase 5,apartment,Tier 2,Poor,Low,Standard,1,0,0,0,0
3,1721.0,7.451241684987676,0.0,,,1,0,0,0,0,14179000.0,16.46727262524653,8238.81,1.418,0.962,8625.563963628789,8562.819783968163,45,0.242,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.99,47,12174.359670335367,42.18,10.64,26.52,2.09,2.09,2.1,Gurgaon,South City,apartment,Tier 2,Poor,Low,Large,1,0,0,0,0
2,1049.0,6.956545443151569,1.0,10.0,0.1,0,0,0,0,0,8946000.0,16.006717174756727,8528.12,0.895,1.0,8453.477181692593,8528.122020972354,35,0.162,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.67,35,11530.874778105072,35.21,28.69,35.16,5.13,49.89,14.42,Gurgaon,Ardee City,apartment,Tier 1,Poor,Low,Standard,1,0,0,0,0
3,1385.0,7.234177179749849,1.0,10.0,0.1,0,0,0,0,0,11265000.0,16.237211220619006,8133.57,1.126,0.875,9285.011128988448,9290.982232651693,25,0.312,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.25,40,11155.323746176988,20.07,46.64,84.94,12.69,37.64,24.84,Gurgaon,Sohna Road,studio,Tier 2,Poor,Medium,Large,0,0,0,1,0
5,2294.0,7.738488122494646,,,,0,1,1,0,0,43099000.0,17.579010376151054,18787.71,4.31,1.037,18218.23667565825,18114.83870967742,31,0.97,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.75,40,11155.323746176988,-38.42,54.22,74.23,57.47,64.3,3.36,Gurgaon,Golf Course Road,apartment,Tier 2,Poor,Medium,XLarge,1,0,0,0,0
1,500.0,6.2166061010848646,5.0,20.0,0.25,0,0,1,1,0,6239000.0,15.646330631375006,12478.0,0.624,1.062,11919.75221255961,11750.0,31,0.718,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.17,35,11530.874778105072,-1.86,20.3,54.75,0.98,2.76,1.25,Gurgaon,Sector 48,apartment,Tier 1,Poor,Low,Micro,1,0,0,0,0
3,1703.0,7.440733707389261,5.0,20.0,0.25,0,0,1,1,0,16166000.0,16.598420891134147,9492.66,1.617,1.109,8625.563963628789,8562.819783968163,45,0.242,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.52,47,10937.253284940389,27.73,16.46,20.28,10.06,26.59,3.49,Gurgaon,South City,apartment,Tier 2,Poor,Low,Large,1,0,0,0,0
2,1112.0,7.014814351275545,7.0,12.0,0.5833333333333334,0,0,1,0,0,11430000.0,16.251752123260054,10278.78,1.143,1.059,9575.35052908125,9705.902899056933,37,0.374,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.27,47,10937.253284940389,12.69,54.08,90.0,9.31,64.6,22.82,Gurgaon,Nirvana Country,apartment,Tier 2,Poor,Medium,Standard,1,0,0,0,0
4,2273.0,7.729295674310482,1.0,10.0,0.1,0,0,2,0,0,36522000.0,17.413425404084872,16067.75,3.652,1.004,16255.085463756648,15999.668115957773,30,0.855,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.49,47,12174.359670335367,-23.91,11.93,18.98,6.77,15.68,0.07,Gurgaon,Cyber City,apartment,Tier 2,Poor,Low,XLarge,1,0,0,0,0
2,1055.0,6.962243464266207,3.0,15.0,0.2,0,0,1,0,0,13111000.0,16.38896220675337,12427.49,1.311,0.956,13095.196359171217,13003.051470588234,38,0.787,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.61,31,10995.311570656313,-15.44,23.41,60.8,2.23,4.57,2.71,Gurgaon,MG Road,builder_floor,Tier 1,Poor,Low,Standard,0,1,0,0,0
3,1548.0,7.3453648404168685,3.0,15.0,0.2,0,0,0,1,0,14564000.0,16.494063356939915,9408.27,1.456,0.952,10099.081475266092,9882.075471698114,37,0.522,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.86,31,10995.311570656313,11.27,25.97,60.8,4.62,12.69,2.95,Gurgaon,Sector 57,apartment,Tier 1,Poor,Low,Large,1,0,0,0,0
